year,REGION,cmip6_tas_ssp126_Annual,cmip6_tas_ssp126_MAM,cmip6_tas_ssp126_JJAS,cmip6_tas_ssp126_SON,cmip6_tas_ssp126_DJF,cmip6_tas_ssp245_Annual,cmip6_tas_ssp245_MAM,cmip6_tas_ssp245_JJAS,cmip6_tas_ssp245_SON,cmip6_tas_ssp245_DJF,cmip6_tas_ssp370_Annual,cmip6_tas_ssp370_MAM,cmip6_tas_ssp370_JJAS,cmip6_tas_ssp370_SON,cmip6_tas_ssp370_DJF,cmip6_tas_ssp585_Annual,cmip6_tas_ssp585_MAM,cmip6_tas_ssp585_JJAS,cmip6_tas_ssp585_SON,cmip6_tas_ssp585_DJF,cmip6_pr_ssp126_Annual,cmip6_pr_ssp126_MAM,cmip6_pr_ssp126_JJAS,cmip6_pr_ssp126_SON,cmip6_pr_ssp126_DJF,cmip6_pr_ssp245_Annual,cmip6_pr_ssp245_MAM,cmip6_pr_ssp245_JJAS,cmip6_pr_ssp245_SON,cmip6_pr_ssp245_DJF,cmip6_pr_ssp370_Annual,cmip6_pr_ssp370_MAM,cmip6_pr_ssp370_JJAS,cmip6_pr_ssp370_SON,cmip6_pr_ssp370_DJF,cmip6_pr_ssp585_Annual,cmip6_pr_ssp585_MAM,cmip6_pr_ssp585_JJAS,cmip6_pr_ssp585_SON,cmip6_pr_ssp585_DJF,cmip6_tasmax_ssp126_Annual,cmip6_tasmax_ssp126_MAM,cmip6_tasmax_ssp126_JJAS,cmip6_tasmax_ssp126_SON,cmip6_tasmax_ssp126_DJF,cmip6_tasmax_ssp245_Annual,cmip6_tasmax_ssp245_MAM,cmip6_tasmax_ssp245_JJAS,cmip6_tasmax_ssp245_SON,cmip6_tasmax_ssp245_DJF,cmip6_tasmax_ssp370_Annual,cmip6_tasmax_ssp370_MAM,cmip6_tasmax_ssp370_JJAS,cmip6_tasmax_ssp370_SON,cmip6_tasmax_ssp370_DJF,cmip6_tasmax_ssp585_Annual,cmip6_tasmax_ssp585_MAM,cmip6_tasmax_ssp585_JJAS,cmip6_tasmax_ssp585_SON,cmip6_tasmax_ssp585_DJF,cmip6_tasmin_ssp126_Annual,cmip6_tasmin_ssp126_MAM,cmip6_tasmin_ssp126_JJAS,cmip6_tasmin_ssp126_SON,cmip6_tasmin_ssp126_DJF,cmip6_tasmin_ssp245_Annual,cmip6_tasmin_ssp245_MAM,cmip6_tasmin_ssp245_JJAS,cmip6_tasmin_ssp245_SON,cmip6_tasmin_ssp245_DJF,cmip6_tasmin_ssp370_Annual,cmip6_tasmin_ssp370_MAM,cmip6_tasmin_ssp370_JJAS,cmip6_tasmin_ssp370_SON,cmip6_tasmin_ssp370_DJF,cmip6_tasmin_ssp585_Annual,cmip6_tasmin_ssp585_MAM,cmip6_tasmin_ssp585_JJAS,cmip6_tasmin_ssp585_SON,cmip6_tasmin_ssp585_DJF,cmip6_ws_ssp126_Annual,cmip6_ws_ssp126_MAM,cmip6_ws_ssp126_JJAS,cmip6_ws_ssp126_SON,cmip6_ws_ssp126_DJF,cmip6_ws_ssp245_Annual,cmip6_ws_ssp245_MAM,cmip6_ws_ssp245_JJAS,cmip6_ws_ssp245_SON,cmip6_ws_ssp245_DJF,cmip6_ws_ssp370_Annual,cmip6_ws_ssp370_MAM,cmip6_ws_ssp370_JJAS,cmip6_ws_ssp370_SON,cmip6_ws_ssp370_DJF,cmip6_ws_ssp585_Annual,cmip6_ws_ssp585_MAM,cmip6_ws_ssp585_JJAS,cmip6_ws_ssp585_SON,cmip6_ws_ssp585_DJF
2023,ANDHRA PRADESH,0.5599812,0.70280665,0.57221127,0.17352034,0.44451314,0.2418113,-0.06839662,0.5888852,0.44986334,-0.1138343,0.7872873,0.012168257,1.0788212,1.2594796,0.6600603,0.53132117,-0.46256092,0.64482814,0.99127126,1.1980331,0.9418053204869973,0.9003527577627545,-0.8866028430039397,4.112701756389655,0.784890144182634,-0.5448924918545613,-0.5780505177792661,-1.753976139274881,0.8844927057788793,0.14196892740028239,-1.5774705842164882,-0.3921314271225857,-2.3914400574706627,-2.4873651377929926,-0.4337166679324447,0.20559104930297395,3.016243592788354,0.3715677612086776,-2.5020298920434896,-0.19926320296629912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,ANDHRA PRADESH,-0.26643676,0.057411104,0.02853162,-0.71467036,-0.5138125,0.5485473,-0.5770864,1.0100762,0.92148167,0.5465204,0.7449313,0.6109878,0.9748912,0.4967869,0.82304865,0.07826439,0.32418743,-0.13916495,-0.54869556,0.47885856,0.9553763275335665,0.7269227686515559,1.1863022046954397,1.6323117037241153,-0.37933566688993525,-0.43965855570136797,3.3244703730480882,-2.0317945229491476,-2.14044190643757,-0.39635431404821275,-0.5731993100734724,-0.3652442195557905,-0.08739080424709189,-1.5687042873642318,-0.028830393248598513,0.799357261032366,0.6392083634690248,2.844661108718664,-1.6939614655664288,0.29344562672202607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,ANDHRA PRADESH,0.51866394,0.029179772,1.2277533,0.85136616,0.0047891024,0.74117714,0.59405327,1.1938888,0.55078304,0.6247917,0.55811274,0.3579064,0.92507637,0.25907525,0.19579004,-0.017190129,-0.21011636,0.46523342,-0.84462994,-0.08646686,-1.7020587899535056,-0.5686455932289609,-3.141219002224606,-1.9344669535360157,-0.259378865413834,-0.556088145078451,-0.25146878372494,-1.350963419131144,-0.16755371010843845,0.1770309586805599,-0.0778906371862914,-0.13078223547558135,-1.5308694102182363,1.9260771785024255,0.7126845783943615,1.714086506413321,0.19261711256395658,-0.3582872891790921,7.304398110433365,-0.11741171664609208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,ANDHRA PRADESH,0.72186196,0.16476093,1.1307403,0.53478116,0.89624584,0.3296591,0.8672053,0.20252687,-0.0023310455,0.1834935,0.7425113,0.010625038,1.7065428,0.64765155,0.015077499,0.5083343,-0.24360955,0.9877574,1.0634842,0.24102794,-0.17060714841089117,0.4119001665146754,-2.293894107250815,2.1768352839652736,-0.4650470250115416,0.4336413369601879,-0.30490348227345915,2.0029360488474435,-1.2087190320452643,0.5058133367128753,-1.629538980073376,-0.4327455076542809,-2.907536384527878,-2.155583035896196,-0.21126117859140736,-0.9637548306155075,-0.13772170571716533,-2.1630460611261277,-0.8769203933292826,0.7122144208910312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2027,ANDHRA PRADESH,0.6641711,0.110444814,0.8393586,1.1969147,0.6820191,0.24013188,0.20871376,0.419722,0.56154794,-0.06436927,0.06953856,-0.44510815,0.3303142,0.45075676,0.07020195,0.63271904,0.026952865,0.85256225,0.727792,0.73220557,-1.459451992504392,1.132187707258385,-2.910563407878876,-2.8301382213032706,-0.3374698954413329,0.5103501239281643,-0.5871358853606455,-0.6324902223770249,3.0554383059412507,0.2469127076369992,0.5447300884332278,0.8941120466954434,1.3359993668089396,-0.5891018474775337,-0.10949258447926047,-0.6211389285033255,0.5501659810428658,-0.4591690224075322,-2.194052448309654,-0.4275716978050911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2028,ANDHRA PRADESH,1.1201932,0.5863423,1.5523559,0.7020052,0.9330546,0.24945454,0.044239827,0.5085226,0.16585982,0.14484888,0.71697366,0.7100617,0.86662287,0.59403384,0.7540246,0.5299233,0.57485735,0.47522882,0.5492938,0.4968693,-1.3252140200834852,-0.3190137756832278,-2.19399885626711,-1.8180043983992797,0.8519667040673912,1.9060545809428744,1.7382282017535906,2.004418129462691,3.233972101170689,-0.003188164286403407,1.1607567835531636,-0.5753740208020923,0.5285429015122702,4.458092105999928,0.08088009488510095,-0.7960580225776378,-0.5871575373967278,-1.1866363440237244,-1.0382158010367055,-0.034284564742009555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2029,ANDHRA PRADESH,0.8687346,0.031932816,1.3621032,0.8012993,1.138067,0.61826354,-0.09821936,1.5595244,0.23880568,0.22315758,-0.14340013,0.07086541,0.21227929,-1.0326163,-0.08918961,-0.3944779,-0.4466894,0.27503395,-1.7086666,-0.2726646,-0.44752179712579226,0.09800089455527815,-1.6407438259034064,0.5353548068179079,-0.1857344304735153,-0.32300000956425756,-0.2851680962413515,-1.9065200956139448,1.7534397513818452,-0.29269582106971154,1.7396734507748512,-0.6074218744110808,2.789031468124334,3.4578542773648477,0.6075574185338436,2.626342981371027,3.6429228678775045,1.0442794268917828,5.0181905680646715,0.14322833286163156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2030,ANDHRA PRADESH,0.18033472,0.09574046,0.70143574,-0.58678436,0.06489644,0.50447935,0.014107931,1.1852175,0.6020203,0.05542241,0.7009957,0.40368548,1.1743876,0.9941378,0.13138029,0.17646669,-0.43162143,0.94067526,0.021015372,-0.05305597,0.8610979668284238,0.9823044955101569,1.197358936044191,0.7080557657888057,-0.09707518305401752,-1.0390226477754019,-0.31081411256632074,-2.3284832998593004,-0.48866346696559826,0.6246826162314131,-1.0864585846586248,-0.32046110316296156,-2.643724188649049,-0.25687570709943136,-0.36186327105915206,0.10417544244455716,-0.2136789018141464,-1.703129356776844,2.8602630446569286,-0.19990613974614596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2031,ANDHRA PRADESH,0.12393368,0.26442334,-0.38972357,0.3505653,0.29021627,0.79622656,-1.0519599,2.0640981,1.4321798,0.5345038,1.1197045,0.48214465,1.7160466,1.3140951,0.8978023,0.57974046,0.6228273,1.1132109,-0.07845299,0.09973805,-0.16093250875548706,-0.11724369007270546,-1.035478455821672,1.0857396210718353,1.2262531396890723,-1.1982020740618604,1.9573140388969696,-3.019091351553729,-3.438662322978889,0.5532268002272259,-1.1812484058278487,0.06686466250882134,-2.0444744565540742,-1.8350144668054937,-0.44107208518931623,-0.1703683306620575,-0.6421751332594589,0.6384598037124106,-0.7239765466439759,-0.38718211383992224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2032,ANDHRA PRADESH,0.33830103,-0.0654452,0.87631327,-0.046513207,-0.11567802,0.8774646,1.0020806,0.9380412,0.44329992,0.7701294,0.5144144,0.042849094,0.3595031,0.46362704,1.2355963,0.47480664,0.30209905,0.7194881,0.532768,0.22207254,-0.5129573900610956,-0.18870135441016486,-0.6362520672608528,-0.8669127705425764,0.7286333876120104,-1.1356051096804656,-0.41062805213216985,-0.7585901703929173,-2.924431173719975,0.17406415533548802,0.18080637760002433,0.308237863491951,0.40167863057816416,0.04859212162418281,0.43601464506164994,-0.925103247453852,-0.28779327818409267,-0.5514472908741043,-2.418146440264712,-0.29242159559924846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2033,ANDHRA PRADESH,0.15433875,0.038720816,0.12589957,0.04055994,0.43246347,-0.056558065,-0.42881697,-0.16994275,0.3416221,-0.031895056,0.7475438,0.2597036,1.2946367,0.70642436,0.5183838,0.27515438,0.12284966,0.45586795,-0.6260858,0.7184689,1.3395933532229516,0.3202127340508662,1.231196062912083,3.5570161544380765,0.16389366283909126,-0.1590303769781035,0.1307048131707079,0.7850431773175285,-1.5691354271331708,-0.47624584239825385,-0.44549869939153813,-0.30793926869148364,0.09847112674257891,-1.5817217836443758,-0.23824772023667254,1.9408405513111977,2.6495912301910773,2.41670952268422,2.0757594113455853,-0.4772003584188227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2034,ANDHRA PRADESH,0.26519504,-0.059444774,0.6196154,-0.17584246,0.27417585,0.76114994,-0.08830053,1.0849221,1.0403571,1.0190673,1.1175852,0.57574344,1.5628232,1.4660978,0.7505802,0.34369636,-0.12789565,0.49803042,1.0568242,0.21541795,0.7951276043013654,1.3861428907123936,-0.220086606628172,2.285339970295557,-0.4607878202714374,0.07990184977481556,-0.10727767003980501,-1.5831241862438694,2.755320833189261,-0.3843482507187899,-0.9597316217959924,-0.40380403557140093,-2.5008483278463634,0.06254009512373918,-0.39125622080302885,-0.8966605955933469,1.2775747397678268,-2.297072827244183,-1.5597881094884254,-0.42390746680001984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2035,ANDHRA PRADESH,0.701613,0.2759486,1.4027355,0.30569008,0.6004745,0.6683225,0.6090549,0.3840374,0.631974,1.139655,0.61862665,1.3277506,0.8472201,-0.68743616,0.38547152,-0.2489912,0.2613504,-0.2387502,-1.3384156,-0.14267975,-0.20067305440566383,-0.31200040707825816,-2.2090723452977974,2.6288947666584055,-0.39438046798305143,-0.05751550088466019,0.4052788452211291,0.3319994331978808,-0.8713663136369036,0.1975216886323188,0.8872776263773388,-0.33462343058529487,2.0864140261033306,1.1661642230816867,-0.3113983537716207,3.290883904959572,-0.02264850351314734,2.623684282283519,9.801380694271442,-0.36573882579865313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,ANDHRA PRADESH,0.5416728,0.62736166,0.834122,0.21550506,0.25237274,0.529646,0.66616374,0.25079453,0.6518373,0.7520958,0.5112931,0.91024405,0.49184218,0.3765258,0.28740326,0.05122336,-0.716364,0.89254284,0.102248944,-0.2154178,0.3357996721380493,0.23608831510343795,-0.4284903091276651,1.7721700594870513,-0.15502557395518365,-0.5726580851594172,-0.16765201711071637,1.1249566326328848,-3.3621217955345304,-0.46765555918289065,0.05798638255279914,-0.6961487829186017,1.8619206831077626,-1.4923753165613325,1.0641012572108888,-0.6393268133756069,0.6223568028133443,-2.7400253840364863,0.6818852415909961,-0.45044044255954546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2037,ANDHRA PRADESH,0.5009816,-0.14614995,0.5910547,0.5345339,1.1045285,1.08405,0.22247618,1.7692288,1.4064119,0.9477866,0.18255064,1.1347098,0.28210872,-0.9479075,-0.11390297,0.9120742,-0.12799977,1.8190235,1.2118691,0.076986216,0.8059898389697848,1.308512571073791,1.2488730545349742,0.45291584231863674,-0.35811141284547615,-1.6741288814274058,-0.19225915269157956,-2.3507384898920556,-3.274331507243096,-0.23835845469600717,2.4987080657863308,-0.6827477434267957,2.412109535819938,7.525389034460897,-0.3589647630203141,-1.3887522343782968,-0.15624938718021747,-2.3007162161525465,-2.0759041456554135,0.4521434529903681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2038,ANDHRA PRADESH,1.1885282,0.5823078,1.6684273,1.2227589,0.934102,0.75243634,0.9534524,0.9864382,0.17836663,0.69321793,0.1637599,0.025530048,0.06272024,0.57211936,0.16276479,0.35987893,0.7612152,0.98841345,-1.167761,0.3001581,-1.489404927176183,-0.6310554470593601,-2.6458077029607843,-1.9765451135794267,0.3787442753761164,0.03394167259104258,-0.5309874269082424,-0.32946703690667783,0.7830222070999293,0.09228703766477717,0.3547154711233622,0.18493167761806792,0.8223780063529429,0.34860695185709456,1.2610370177452492,0.12428783573071835,-0.21425240897363068,-0.45420112634879906,1.4057875554110049,-0.2814869885495493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2039,ANDHRA PRADESH,0.25539556,-0.3968489,0.5908535,0.038655687,0.75907063,0.63109666,0.528749,1.1606133,-0.04175296,0.2998997,-0.19728874,0.07228183,-0.086375736,-0.8111927,-0.23941486,0.19782853,-0.19338502,0.6906341,0.3223587,-0.21682389,1.2821998320796797,2.5761937432565,-0.6119696324818087,3.4323671347993003,0.6482746234224708,0.031522171889738555,0.38686395372609533,-1.4923571647667073,1.7593120803648126,0.7721255492904223,2.1276331991267114,-0.5345992041182379,6.455947383321412,-0.3532642241151718,0.6526701228529348,-0.505693278853617,0.01320602698772985,-1.0517877601299748,-0.4076844904856803,-0.4167524013141707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2040,ANDHRA PRADESH,0.75925034,0.59213376,1.3694938,0.8131257,0.07388167,0.61890984,0.92321706,0.797234,-0.0030788213,0.3532259,0.4381166,0.18706791,0.82623476,0.3228093,0.27993646,1.2848698,0.31870914,1.7583544,1.5578794,1.3602355,-1.0676380557938117,-0.38600496679681634,-1.5019415529070534,-2.225840075961562,0.7545883563074282,2.056168848778077,-0.34288281190061454,-1.8195850711597434,11.122308904115894,0.18343880207236848,-0.18068944003675202,-0.16239848228448445,0.09701985148474278,-0.564458143442522,0.13196338647028535,-1.1784686821530106,0.06432627282930267,-2.072622235859359,-1.7731539424462655,0.23500383811366624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2041,ANDHRA PRADESH,0.6826648,0.2048332,0.86009496,0.6238328,0.9906089,0.6595896,0.59538823,0.5904173,0.73384166,0.70086724,0.8504846,0.42777437,0.96867937,1.2255888,0.8057908,0.98259836,1.3767632,0.9209316,0.37044865,1.1702036,0.24906393210829322,0.29671106380817197,-0.22183589128856357,1.190605860241292,-0.4420109910454777,0.1589573599370951,-0.39678567437127255,1.667762534320967,-0.9887912359290555,0.3324611634905393,-0.23524059359905328,1.0386384806071174,-0.651436305776233,-0.8898296766281503,-0.2031464419781168,0.588650627025806,-0.5826726574192259,1.6394699755384388,0.9586441217641976,-0.017899187967404553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2042,ANDHRA PRADESH,1.1462717,0.25551242,1.2385806,1.4720209,1.5451792,0.95835847,0.21111207,0.97785234,1.6675259,1.0816238,0.97976965,0.69685364,1.1928853,0.83286905,1.035415,0.873288,0.7428341,0.88519907,0.8584896,1.1591568,-0.499251200318515,0.5143668283268812,-1.5795245918279917,-0.1819675121071219,1.1536900283392737,-1.1421104246110967,-0.08190146967509408,-1.3144961282284096,-2.6721951256070233,-0.2690932791283201,-0.46142642087559677,-0.6347723867014418,-0.8019323677387532,0.032685950312930034,-0.4002088351898763,-0.06960438644113094,0.26753081296421466,1.6053717657176245,-2.472881530005581,-0.4163408145045164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2043,ANDHRA PRADESH,0.75562656,0.92050713,0.6396185,0.6525753,0.8040752,0.945951,1.4353812,0.8245096,0.13056824,1.0786107,0.56827027,0.5488501,0.67895746,-0.108763255,0.6405103,0.52403754,0.5201739,0.8885428,-0.20507164,0.569328,-0.21754681210199667,0.20739732518171228,0.2636974006781468,-1.7924490274441245,0.2107713341665651,1.535046934389001,-0.5361409915124644,3.238768626996981,2.5098095968195944,-0.399602909207362,0.8239074835637329,0.7848920435964157,1.313746727836696,0.8638376322241462,-0.07668142722107443,3.0188558206150384,-0.31415795062436586,1.8162152079207015,10.049551254852318,-0.21292008913995134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2044,ANDHRA PRADESH,0.21914878,0.109913774,0.06441443,-0.14225331,0.80631196,0.4202256,0.22803262,0.7942065,0.429423,-0.07188471,-0.22224653,0.20154011,-0.17181014,-0.44170606,-0.609296,0.98743904,0.7113354,1.9120204,0.9509302,0.16432188,0.6591193672008433,-0.19343376774421678,1.613595023678767,0.8813554391263094,-0.4383993846373995,-0.1738009479040937,-0.03140578039439223,-0.9404118980999717,0.8070219368448408,0.1412496102287194,1.8990784384739492,-0.10892126423234393,2.5160896217751647,4.413409126241876,0.009569181283333747,-0.6251993756718218,-0.6777787432395537,-3.030426581391844,2.446052141180939,-0.15374779085560378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2045,ANDHRA PRADESH,0.87068206,1.1791681,1.118608,0.23171139,0.58302164,0.5230094,0.47680646,0.9121597,-0.07759882,0.38886216,0.865013,0.050179888,1.4652033,1.661631,0.2930103,0.97667867,0.99612164,1.1651553,0.31339836,1.1281227,-0.13966495170187396,-0.31272288601667037,1.6740597459516027,-2.2603916348166013,-0.18966492528083415,1.103940552990952,1.9087358126029002,-0.009479649414153335,2.5532807070749577,-0.3050728053544062,-1.1695418202894219,-0.4852146789500032,-1.9615912733749292,-2.365010876766795,1.045586573479641,-0.13619939248577856,-0.35381719689097946,1.435269746487731,-2.4407095935306704,0.7311721841789091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2046,ANDHRA PRADESH,0.5877163,0.60503966,0.07273158,1.0830663,1.0431352,1.2228154,1.1817288,1.4785591,0.86437464,1.1699145,1.2988744,1.0818249,1.7562745,1.3053893,0.73065,0.9699716,1.041709,1.1684538,0.251829,1.1020141,-0.7371074290187483,-0.14199306372658288,0.477968439556571,-3.1826693726810737,-0.2340370755851665,-0.7837741551364659,-0.5536515750555623,-0.4441132085742112,-1.7392315927835902,0.5394982407030902,-1.301557415867042,-0.1532555904622737,-1.5634522655718006,-2.796967494840447,-0.057329935151095725,-0.5586095500338262,0.31008604846175536,-0.4275166423368713,-1.7729903347546891,-0.42854190976655654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2047,ANDHRA PRADESH,0.7710192,0.7315801,1.0985167,0.07421375,0.86298835,0.5035762,0.185811,0.6733248,0.48202696,0.2698994,0.93705016,1.0133373,0.65777194,0.82957685,1.2882371,1.0249783,0.77762306,1.5935341,0.34683844,0.9580237,0.5756158710227162,0.18785441756089222,0.5948307821304955,1.259213986620859,-0.16923369398645965,0.8445804747684291,1.767881577173156,0.9959204199562137,0.038079587961880254,0.001029700713665003,0.552887635744589,-0.5622979793325393,2.9338722304530496,-0.9658923387380706,-0.26079986030575214,-0.20941701809482768,-0.08727138153866622,-0.041907168383590564,-0.46663738968685775,-0.4281882386060043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2048,ANDHRA PRADESH,0.6667382,0.49059343,0.9427929,0.55772835,0.2479876,0.41577038,0.6239419,-0.19649367,0.16872786,1.2227404,0.61861634,0.15688668,0.902711,0.553368,0.63639987,1.4378765,0.1656642,2.1431391,1.8731663,1.2531996,-0.47216459358232343,0.1648302157989672,-1.763160689192783,0.5258942465018995,-0.07245298435463993,0.7765794641381916,-0.3777641023173598,2.151067510445531,0.833660657145665,-0.3598151341631711,-0.27369445448310625,2.2591939344015186,-1.4562447364062812,-1.236935338363777,-0.1839160779079711,-1.418083008764163,0.9806960494632746,-2.9558181015574583,-2.4573518740441833,0.11299536266126534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2049,ANDHRA PRADESH,0.30229172,0.89624864,0.02823948,-0.49323696,0.7130227,0.82833886,-0.11833073,0.97260064,1.5717932,0.9746241,0.7590808,1.0251031,1.1163694,0.006688526,0.095844336,1.0215143,1.300975,1.1018203,0.24296072,1.1254078,1.8316706318502345,-0.50421844652621,4.1304564195106614,2.3090566705905857,0.5544560610848636,-0.5566672316905836,1.2292200414269696,-0.6201285820589887,-2.383186626535342,-0.42921629266999217,0.229449659797653,-0.6455391801772217,-0.9541473855380758,2.7626191535239517,-0.07268233256851314,1.9690909967141195,-0.06598736495321267,4.2075492008113,2.496459086927961,-0.38799290417035054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2050,ANDHRA PRADESH,0.94673985,1.0130806,0.7927817,1.1962137,0.8904958,0.42443675,0.39789233,0.75991195,-0.35907722,0.74889404,1.14361,0.32220724,1.9432728,1.762688,0.692262,1.840092,0.7653351,2.734015,2.198659,1.3701687,-1.0806170461025144,-0.41968629900912635,-0.5296656027893187,-2.938257972441969,-0.2291379916001519,1.2092080731561714,0.01798009531415344,2.4650087494582644,1.6434166960675916,-0.30444589979197784,-1.5282999497790162,-0.4836270766061794,-1.9535598872945055,-2.9646087021482512,-0.25970579712021885,-0.8094763329193209,0.05741183190537966,-2.2156182610171884,-0.1171468064860839,-0.37417489484614497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2051,ANDHRA PRADESH,0.6966049,0.8432454,0.7803909,0.36622354,0.7104554,0.12104263,0.6496301,-0.3093307,-0.49494928,0.75187874,1.2585919,1.1142817,1.792061,0.21505041,1.3340724,1.0443679,1.9911814,0.90404445,-0.20212968,1.0827488,1.3224928104245592,-0.1585387311104,0.048721516836950446,5.1426461417546685,-0.002040595198863661,3.411908101321282,0.006777945141862516,5.976945666287067,5.812893622488173,-0.40043725952909215,0.4478617181790324,0.08657788301645356,0.4234777633216986,1.3225163418046297,-0.3945685139264869,2.9030004508254503,-0.49355903774686677,3.493241089581642,7.552113349159046,-0.38148700165043536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2052,ANDHRA PRADESH,0.4340824,0.1457831,0.14877822,0.53426564,1.1617366,0.44612667,-0.020703875,1.236256,-0.30695924,0.30312186,1.4349154,1.3469968,1.5185635,1.9159447,0.93102187,1.2321151,0.58630085,1.5661893,2.0460012,0.9034658,0.44792084001907806,1.37295346277137,0.5287104060396363,-0.11917031046914511,-0.4173474579106262,1.3546179300261312,0.6617403935100843,-1.587066597208718,6.928716966893162,-0.344227627290641,-0.3191076985023916,-0.5939180069347796,0.21745243648698764,-1.129066567480605,0.008757118024089511,-1.2560581944450986,1.3583386691079598,-2.4513882656561434,-2.8528725068611926,-0.2814342117889533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2053,ANDHRA PRADESH,1.3224424,1.0501331,1.4679041,1.5070517,1.0751917,0.57450736,-0.64052063,1.3168492,0.78832215,0.83517694,0.9790264,1.3589262,1.0877835,0.021001207,1.1666197,1.2541063,1.0215323,1.5866932,0.69724923,1.2841892,-1.2198218792515199,-0.0370747344162291,-2.5728840189662017,-1.2615926265634576,0.1282563538713606,-0.26769459039626353,0.31619632898019107,-1.650834639142148,1.0347478124457627,-0.46302313924544364,0.7653442259625473,0.1747278745582895,2.0120165224519817,0.3988372637047442,0.2724789122806837,0.6010214464039934,0.4428731119047247,-0.3375284522453143,2.3205945919909805,-0.14444221715026434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
